time,open,high,low,close
2023.01.26 16:00,1924.77,1933.17,1918.23,1931.21
2023.01.26 20:00,1931.25,1931.29,1927.87,1930.74
2023.01.27 00:00,1930.74,1934.81,1923.89,1924.75
2023.01.27 04:00,1924.71,1925.73,1919.81,1923.09
2023.01.27 08:00,1923.16,1931.42,1923.00,1930.10
2023.01.27 12:00,1930.12,1935.02,1916.68,1924.15
2023.01.27 16:00,1924.10,1932.19,1923.82,1929.98
2023.01.27 20:00,1929.94,1930.59,1926.12,1928.06
2023.01.29 20:00,1928.03,1928.94,1925.46,1928.94
2023.01.30 00:00,1928.96,1931.02,1924.32,1926.30
2023.01.30 04:00,1926.30,1934.49,1923.15,1924.53
2023.01.30 08:00,1924.53,1930.74,1920.66,1923.18
2023.01.30 12:00,1923.18,1930.41,1922.49,1925.64
2023.01.30 16:00,1925.62,1925.82,1920.82,1923.33
2023.01.30 20:00,1923.34,1923.64,1921.24,1922.11
2023.01.31 00:00,1922.11,1927.36,1920.77,1921.01
2023.01.31 04:00,1921.05,1921.86,1911.96,1914.43
2023.01.31 08:00,1914.43,1914.91,1901.17,1904.20
2023.01.31 12:00,1904.18,1929.24,1900.80,1928.59
2023.01.31 16:00,1928.58,1931.01,1926.30,1928.60
2023.01.31 20:00,1928.73,1929.13,1927.05,1927.34
2023.02.01 00:00,1927.34,1928.74,1924.48,1926.76
2023.02.01 04:00,1926.69,1929.18,1924.10,1924.92
2023.02.01 08:00,1924.93,1930.17,1923.23,1928.75
2023.02.01 12:00,1928.79,1933.26,1922.75,1931.88
2023.02.01 16:00,1931.87,1943.87,1920.53,1942.95
2023.02.01 20:00,1942.98,1956.10,1939.25,1953.06
2023.02.02 00:00,1953.01,1957.21,1950.82,1952.31
2023.02.02 04:00,1952.30,1959.72,1951.22,1955.48
2023.02.02 08:00,1955.50,1959.61,1951.63,1954.71
2023.02.02 12:00,1954.75,1955.98,1917.31,1926.14
2023.02.02 16:00,1926.13,1926.30,1911.81,1913.28
2023.02.02 20:00,1913.28,1915.42,1911.29,1915.08
2023.02.03 00:00,1915.09,1918.54,1914.01,1916.29
2023.02.03 04:00,1916.29,1918.20,1910.13,1913.63
2023.02.03 08:00,1913.69,1916.13,1909.27,1914.42
2023.02.03 12:00,1914.46,1917.07,1869.09,1873.07
2023.02.03 16:00,1873.13,1874.99,1861.42,1865.69
2023.02.03 20:00,1865.70,1866.98,1864.28,1864.52
2023.02.05 20:00,1861.69,1869.84,1859.88,1865.49
2023.02.06 00:00,1865.37,1876.67,1863.65,1876.50
2023.02.06 04:00,1876.51,1878.79,1874.32,1875.88
2023.02.06 08:00,1875.88,1881.26,1868.20,1871.57
2023.02.06 12:00,1871.57,1875.70,1863.05,1865.93
2023.02.06 16:00,1866.03,1871.27,1863.58,1865.72
2023.02.06 20:00,1865.70,1869.80,1865.21,1868.50
2023.02.07 00:00,1868.53,1875.58,1868.33,1872.76
2023.02.07 04:00,1872.75,1876.88,1871.64,1876.25
2023.02.07 08:00,1876.21,1878.00,1866.04,1867.43
2023.02.07 12:00,1867.43,1879.87,1865.73,1879.45
2023.02.07 16:00,1879.48,1884.37,1864.92,1871.77
2023.02.07 20:00,1871.82,1877.88,1867.30,1872.93
2023.02.08 00:00,1872.93,1878.37,1872.57,1876.31
2023.02.08 04:00,1876.34,1886.30,1873.22,1886.30
2023.02.08 08:00,1886.27,1886.27,1878.59,1880.21
2023.02.08 12:00,1880.23,1883.58,1869.05,1873.88
2023.02.08 16:00,1873.82,1879.88,1872.29,1876.22
2023.02.08 20:00,1876.14,1876.28,1873.85,1874.99
2023.02.09 00:00,1874.97,1880.41,1871.98,1878.68
2023.02.09 04:00,1878.66,1882.05,1876.78,1880.54
2023.02.09 08:00,1880.54,1886.14,1879.87,1882.17
2023.02.09 12:00,1882.19,1890.24,1872.55,1874.17
2023.02.09 16:00,1874.17,1875.75,1859.89,1861.90
2023.02.09 20:00,1861.92,1862.96,1858.94,1862.37
2023.02.10 00:00,1862.52,1865.48,1854.97,1855.32
2023.02.10 04:00,1855.32,1866.99,1852.71,1866.15
2023.02.10 08:00,1866.26,1872.22,1860.57,1864.73
2023.02.10 12:00,1864.69,1868.63,1859.03,1859.87
2023.02.10 16:00,1859.87,1864.72,1856.43,1863.67
2023.02.10 20:00,1863.69,1865.63,1862.67,1865.39
2023.02.12 20:00,1864.73,1865.32,1862.64,1862.70
2023.02.13 00:00,1862.76,1863.85,1858.12,1858.85
2023.02.13 04:00,1858.85,1866.55,1856.96,1863.91
2023.02.13 08:00,1863.95,1864.15,1853.92,1862.16
2023.02.13 12:00,1862.16,1863.03,1853.64,1855.23
2023.02.13 16:00,1855.23,1855.90,1850.47,1852.83
2023.02.13 20:00,1852.83,1854.56,1851.30,1854.43
2023.02.14 00:00,1854.34,1858.54,1854.04,1858.11
2023.02.14 04:00,1858.12,1864.93,1857.13,1858.68
2023.02.14 08:00,1858.69,1863.85,1853.71,1857.25
